filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Mobile collection/_cyberpunk_2077-0b48e8cb-6962-40d3-a1f6-8067de6720ed.jpg,"0b48e8cb,2077,40d3,6962,8067de6720ed,a1f6,cyberpunk,mobile collection,wallpapers collector,wallpapers collector/mobile collection"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/01f2ea599779d729ecb1849dbe6fbdf3.jpg,"01f2ea599779d729ecb1849dbe6fbdf3,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/01_gettyimages-680785161_resized.jpg,"680785161,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/02_gettyimages-537650272_resized.jpg,"537650272,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/03_gettyimages-578122277_resized.jpg,"578122277,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/04_gettyimages-648656262_resized.jpg,"648656262,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/05_gettyimages-474328115_resized.jpg,"474328115,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/06_gettyimages-179165470_resized.jpg,"179165470,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/07_gettyimages-475614457_resized.jpg,"475614457,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/08_gettyimages-485210643_resized.jpg,"485210643,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/09_gettyimages-611869374_resized.jpg,"611869374,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/10_gettyimages-645527750_resized.jpg,"645527750,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/116abda59844a4565d84fbdbd1a86f357778bc111267152e63ce758113981e35.jpg,"116abda59844a4565d84fbdbd1a86f357778bc111267152e63ce758113981e35,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/11_gettyimages-544515858_resized.jpg,"544515858,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1223050.jpg,"1223050,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/12_gettyimages-646535976_resized.jpg,"646535976,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/13_gettyimages-582752883_resized.jpg,"582752883,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/14_gettyimages-599635031_resized.jpg,"599635031,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/15_gettyimages-641827732_resized.jpg,"641827732,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638797522022.jpg,"1638797522022,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928808991.jpg,"1638928808991,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809084.jpg,"1638928809084,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809174.jpg,"1638928809174,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809264.jpg,"1638928809264,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809359.jpg,"1638928809359,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809451.jpg,"1638928809451,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809539.jpg,"1638928809539,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809628.jpg,"1638928809628,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1638928809714.jpg,"1638928809714,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1640843297863.jpg,"1640843297863,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642768512883.jpg,"1642768512883,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642770768288.jpg,"1642770768288,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642815337018.jpg,"1642815337018,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642815352921.jpg,"1642815352921,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642815353032.jpg,"1642815353032,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642815353195.jpg,"1642815353195,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642815353380.jpg,"1642815353380,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1642834125625.jpg,"1642834125625,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1643438125747.jpg,"1643438125747,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1643438125889.jpg,"1643438125889,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1643438126035.jpg,"1643438126035,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1643438126169.jpg,"1643438126169,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1643438126354.jpg,"1643438126354,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1680047.jpg,"1680047,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/16_gettyimages-700833621_resized.jpg,"700833621,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/18_gettyimages-625888596_resized.jpg,"625888596,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/19_gettyimages-455070773_resized.jpg,"455070773,gettyimages,phone wallpapers,resized,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/1fca01b8d0716c78990811360ee60fb413c2e22327ce5051aeb874a47f8a2140.jpg,"1fca01b8d0716c78990811360ee60fb413c2e22327ce5051aeb874a47f8a2140,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2006023.jpg,"2006023,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2006029.jpg,"2006029,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2006034.jpg,"2006034,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/20200718_185600.jpg,"185600,20200718,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/20200718_185603.jpg,"185603,20200718,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/20200718_185607.jpg,"185607,20200718,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2025.jpg,"2025,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2371.jpg,"2371,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2465.jpg,"2465,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/2c1321b536d822875e8d5fef17500fb24724e6b585f203b1e69ca6eb5a3f1b24.jpg,"2c1321b536d822875e8d5fef17500fb24724e6b585f203b1e69ca6eb5a3f1b24,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/3467.jpg,"3467,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/3ec967c3188198f4112467ffa3dfc5be.jpg,"3ec967c3188198f4112467ffa3dfc5be,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers Collector/Phone wallpapers/470e96996b30fb1bcb5703025c2d13a01cbb6679e7eafba7824b50f9ecff71df.jpg,"470e96996b30fb1bcb5703025c2d13a01cbb6679e7eafba7824b50f9ecff71df,phone wallpapers,wallpapers collector,wallpapers collector/phone wallpapers"
